tipo,url,orientador,avaliador1,avaliador2,avaliador3,avaliador4,avaliador5,avaliador6,orientador_filiação,row_idx,orientador_nome,orientador_país,avaliador2_filiação,avaliador1_nome,avaliador1_país,avaliador2_nome,avaliador2_país,avaliador2_keyword_1,avaliador2_keyword_2,orientador_keyword_1,orientador_keyword_2,orientador_keyword_3,orientador_keyword_4,avaliador1_filiação,avaliador4_filiação,avaliador5_filiação,avaliador3_nome,avaliador3_país,avaliador6_nome,avaliador6_país,avaliador5_nome,avaliador5_país,avaliador3_filiação,avaliador4_nome,avaliador4_país,avaliador6_filiação,avaliador2_keyword_3,avaliador2_keyword_4,avaliador1_keyword_1,avaliador1_keyword_2,avaliador1_keyword_3,avaliador1_keyword_4,avaliador1_keyword_5,avaliador2_keyword_5,avaliador3_keyword_1,avaliador3_keyword_2,avaliador3_keyword_3,avaliador4_keyword_1,avaliador4_keyword_2,avaliador4_keyword_3,avaliador4_keyword_4,avaliador4_keyword_5,ano,orientador_keyword_5,orientador_keyword_6,avaliador6_keyword_1,avaliador6_keyword_2,avaliador6_keyword_3,avaliador6_keyword_4,avaliador3_keyword_4,avaliador3_keyword_5,avaliador1_keyword_6,avaliador4_keyword_6,avaliador2_keyword_6,avaliador2_keyword_7,avaliador2_keyword_8,avaliador2_keyword_9,avaliador2_keyword_10,avaliador2_keyword_11,avaliador2_keyword_12,avaliador2_keyword_13,avaliador1_keyword_7,avaliador6_keyword_5,avaliador1_keyword_8,avaliador1_keyword_9,avaliador1_keyword_10,avaliador1_keyword_11,avaliador3_keyword_6,avaliador4_keyword_7,avaliador3_keyword_7,avaliador5_keyword_1,avaliador5_keyword_2,avaliador5_keyword_3,avaliador5_keyword_4,avaliador3_keyword_8,avaliador3_keyword_9,avaliador3_keyword_10,avaliador3_keyword_11,avaliador3_keyword_12,avaliador3_keyword_13,orientador_genero,avaliador1_genero,avaliador2_genero,avaliador3_genero,avaliador4_genero,avaliador5_genero,avaliador6_genero
MESTRADO PROFISSIONAL,https://repositorio.unicamp.br/acervo/detalhe/378303?guid=1651938459700&returnUrl=%2fresultado%2flistar%3fguid%3d1651938459700%26quantidadePaginas%3d1%26codigoRegistro%3d378303%23378303&i=12,orcid.org/0000-0003-4290-6508,orcid.org/0000-0003-4549-7105,orcid.org/0000-0002-1914-5790,,,,,no info,33,Eliane Martins,no info,no info,Cecilia Mary Fischer Rubira Rubira,no info,Mario Jino,no info,,,,,,,no info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feminino,Feminino,Masculino,não anotado,não anotado,não anotado,não anotado
MESTRADO PROFISSIONAL,https://repositorio.unicamp.br/acervo/detalhe/430019?guid=1651938513625&returnUrl=%2fresultado%2flistar%3fguid%3d1651938513625%26quantidadePaginas%3d1%26codigoRegistro%3d430019%23430019&i=1,orcid.org/0000-0003-2046-602X,orcid.org/0000-0002-1180-2637,sem orcid,,,,,Universidade Estadual de Campinas,34,Nelson L. S. da Fonseca,no info,sem orcid,Edmundo Madeira,no info,sem orcid,sem orcid,,,,,,,UNICAMP - University of Campinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,Masculino,sem orcid,não anotado,não anotado,não anotado,não anotado
MESTRADO PROFISSIONAL,https://repositorio.unicamp.br/acervo/detalhe/400713?guid=1651938555601&returnUrl=%2fresultado%2flistar%3fguid%3d1651938555601%26quantidadePaginas%3d1%26codigoRegistro%3d400713%23400713&i=1,orcid.org/0000-0002-7002-875X,orcid.org/0000-0002-6731-1482,orcid.org/0000-0001-9241-2229,sem orcid,,,,University of Campinas,35,Ricardo Dahab,Brazil,University of Campinas,Julio Cesar Lopez Hernandez,Mexico,Marco A. Amaral Henriques,no info,,,Cryptography, Graph Theory,,,no info,,,sem orcid,sem orcid,,,,,sem orcid,,,,,,,,,,,,,,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,Masculino,Masculino,sem orcid,não anotado,não anotado,não anotado
MESTRADO PROFISSIONAL,https://repositorio.unicamp.br/acervo/detalhe/372982?guid=1651938587721&returnUrl=%2fresultado%2flistar%3fguid%3d1651938587721%26quantidadePaginas%3d1%26codigoRegistro%3d372982%23372982&i=3,orcid.org/0000-0002-1914-5790,sem orcid,sem orcid,,,,,no info,36,Mario Jino,no info,sem orcid,sem orcid,sem orcid,sem orcid,sem orcid,,,,,,,sem orcid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,sem orcid,sem orcid,não anotado,não anotado,não anotado,não anotado
MESTRADO PROFISSIONAL,https://repositorio.unicamp.br/acervo/detalhe/407780?guid=1651938619851&returnUrl=%2fresultado%2flistar%3fguid%3d1651938619851%26quantidadePaginas%3d1%26codigoRegistro%3d407780%23407780&i=1,orcid.org/0000-0002-4830-5298,sem orcid,sem orcid,,,,,Universidade Estadual de Campinas,37,Maria Cecilia Calani Baranauskas,Brazil,sem orcid,sem orcid,sem orcid,sem orcid,sem orcid,,,HCI,Socially Aware Design,Organizational Semiotics,Participatory Design,sem orcid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feminino,sem orcid,sem orcid,não anotado,não anotado,não anotado,não anotado
MESTRADO PROFISSIONAL,https://repositorio.unicamp.br/acervo/detalhe/378337?guid=1651938650335&returnUrl=%2fresultado%2flistar%3fguid%3d1651938650335%26quantidadePaginas%3d1%26codigoRegistro%3d378337%23378337&i=1,orcid.org/0000-0002-4830-5298,orcid.org/0000-0003-4290-6508,orcid.org/0000-0003-3441-0887,,,,,Universidade Estadual de Campinas,38,Maria Cecilia Calani Baranauskas,Brazil,Centro de Tecnologia da Informação Renato Archer,Eliane Martins,no info,Rodrigo Bonacin,no info,,,HCI,Socially Aware Design,Organizational Semiotics,Participatory Design,no info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feminino,Feminino,Masculino,não anotado,não anotado,não anotado,não anotado
MESTRADO PROFISSIONAL,https://repositorio.unicamp.br/acervo/detalhe/372842?guid=1651938684168&returnUrl=%2fresultado%2flistar%3fguid%3d1651938684168%26quantidadePaginas%3d1%26codigoRegistro%3d372842%23372842&i=1,sem orcid,sem orcid,sem orcid,,,,,sem orcid,39,sem orcid,sem orcid,sem orcid,sem orcid,sem orcid,sem orcid,sem orcid,,,,,,,sem orcid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sem orcid,sem orcid,sem orcid,não anotado,não anotado,não anotado,não anotado
MESTRADO PROFISSIONAL,https://repositorio.unicamp.br/acervo/detalhe/407860?guid=1651938710095&returnUrl=%2fresultado%2flistar%3fguid%3d1651938710095%26quantidadePaginas%3d1%26codigoRegistro%3d407860%23407860&i=1,orcid.org/0000-0003-4290-6508,sem orcid,orcid.org/0000-0002-3891-1593,,,,,no info,40,Eliane Martins,no info,Universidade Estadual de Campinas,sem orcid,sem orcid,mario cortes,no info,,,,,,,sem orcid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feminino,sem orcid,Masculino,não anotado,não anotado,não anotado,não anotado
MESTRADO PROFISSIONAL,https://repositorio.unicamp.br/acervo/detalhe/372953?guid=1651938751144&returnUrl=%2fresultado%2flistar%3fguid%3d1651938751144%26quantidadePaginas%3d1%26codigoRegistro%3d372953%23372953&i=3,sem orcid,sem orcid,orcid.org/0000-0001-8309-6367,,,,,sem orcid,41,sem orcid,sem orcid,Universidade Estadual de Campinas,sem orcid,sem orcid,Ariadne Carvalho,no info,,,,,,,sem orcid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sem orcid,sem orcid,Feminino,não anotado,não anotado,não anotado,não anotado
MESTRADO PROFISSIONAL,https://repositorio.unicamp.br/acervo/detalhe/373710?guid=1651938800294&returnUrl=%2fresultado%2flistar%3fguid%3d1651938800294%26quantidadePaginas%3d1%26codigoRegistro%3d373710%23373710&i=1,orcid.org/0000-0003-4290-6508,sem orcid,orcid.org/0000-0002-8856-194X,,,,,no info,42,Eliane Martins,no info,University of Campinas,sem orcid,sem orcid,Ricardo Anido,Brazil,,,,,,,sem orcid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feminino,sem orcid,Masculino,não anotado,não anotado,não anotado,não anotado
MESTRADO PROFISSIONAL,https://repositorio.unicamp.br/acervo/detalhe/372885?guid=1651938848272&returnUrl=%2fresultado%2flistar%3fguid%3d1651938848272%26quantidadePaginas%3d1%26codigoRegistro%3d372885%23372885&i=2,orcid.org/0000-0002-7002-875X,orcid.org/0000-0002-6951-7150,orcid.org/0000-0002-1733-0087,orcid.org/0000-0002-6731-1482,,,,University of Campinas,43,Ricardo Dahab,Brazil,Universidad de Cádiz,Leo Magalhaes,no info,Antonio Montes Herrera,no info,,,Cryptography, Graph Theory,,,State University of Campinas,,,Julio Cesar Lopez Hernandez,Mexico,,,,,no info,,,,,,,,,,,,,,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,Masculino,Masculino,Masculino,não anotado,não anotado,não anotado
MESTRADO PROFISSIONAL,https://repositorio.unicamp.br/acervo/detalhe/398434?guid=1651938892997&returnUrl=%2fresultado%2flistar%3fguid%3d1651938892997%26quantidadePaginas%3d1%26codigoRegistro%3d398434%23398434&i=1,orcid.org/0000-0003-4549-7105,sem orcid,orcid.org/0000-0001-8309-6367,,,,,no info,44,Cecilia Mary Fischer Rubira Rubira,no info,Universidade Estadual de Campinas,sem orcid,sem orcid,Ariadne Carvalho,no info,,,,,,,sem orcid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feminino,sem orcid,Feminino,não anotado,não anotado,não anotado,não anotado
MESTRADO PROFISSIONAL,https://repositorio.unicamp.br/acervo/detalhe/420752?guid=1651938917737&returnUrl=%2fresultado%2flistar%3fguid%3d1651938917737%26quantidadePaginas%3d1%26codigoRegistro%3d420752%23420752&i=1,sem orcid,orcid.org/0000-0003-4549-7105,orcid.org/0000-0001-5493-4560,,,,,sem orcid,45,sem orcid,sem orcid,Universidade Estadual de Campinas,Cecilia Mary Fischer Rubira Rubira,no info,Plinio Vilela,no info,,,,,,,no info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sem orcid,Feminino,Masculino,não anotado,não anotado,não anotado,não anotado
MESTRADO PROFISSIONAL,https://repositorio.unicamp.br/acervo/detalhe/372959?guid=1651938995137&returnUrl=%2fresultado%2flistar%3fguid%3d1651938995137%26quantidadePaginas%3d1%26codigoRegistro%3d372959%23372959&i=5,orcid.org/0000-0003-4549-7105,sem orcid,orcid.org/0000-0003-4290-6508,,,,,no info,46,Cecilia Mary Fischer Rubira Rubira,no info,no info,sem orcid,sem orcid,Eliane Martins,no info,,,,,,,sem orcid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feminino,sem orcid,Feminino,não anotado,não anotado,não anotado,não anotado
MESTRADO PROFISSIONAL,https://repositorio.unicamp.br/acervo/detalhe/378324?guid=1651939062163&returnUrl=%2fresultado%2flistar%3fguid%3d1651939062163%26quantidadePaginas%3d1%26codigoRegistro%3d378324%23378324&i=4,orcid.org/0000-0002-3891-1593,orcid.org/0000-0003-4549-7105,sem orcid,,,,,Universidade Estadual de Campinas,47,mario cortes,no info,sem orcid,Cecilia Mary Fischer Rubira Rubira,no info,sem orcid,sem orcid,,,,,,,no info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,Feminino,sem orcid,não anotado,não anotado,não anotado,não anotado
MESTRADO PROFISSIONAL,https://repositorio.unicamp.br/acervo/detalhe/373192?guid=1651939118932&returnUrl=%2fresultado%2flistar%3fguid%3d1651939118932%26quantidadePaginas%3d1%26codigoRegistro%3d373192%23373192&i=1,sem orcid,orcid.org/0000-0002-8055-0680,sem orcid,,,,,sem orcid,48,sem orcid,sem orcid,sem orcid,Silvia Maria Fonseca Silveira Massruhá,Brazil,sem orcid,sem orcid,,,,,,,Embrapa Agricultura Digital,,,,,,,,,,,,,,,agricultura digital,Inteligência artificial,sistemas inteligentes,lógica fuzzy,internet das coisas,,,,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sem orcid,Feminino,sem orcid,não anotado,não anotado,não anotado,não anotado
MESTRADO PROFISSIONAL,https://repositorio.unicamp.br/acervo/detalhe/385776?guid=1651939147615&returnUrl=%2fresultado%2flistar%3fguid%3d1651939147615%26quantidadePaginas%3d1%26codigoRegistro%3d385776%23385776&i=2,sem orcid,orcid.org/0000-0002-8055-0680,orcid.org/0000-0002-3891-1593,,,,,sem orcid,49,sem orcid,sem orcid,Universidade Estadual de Campinas,Silvia Maria Fonseca Silveira Massruhá,Brazil,mario cortes,no info,,,,,,,Embrapa Agricultura Digital,,,,,,,,,,,,,,,agricultura digital,Inteligência artificial,sistemas inteligentes,lógica fuzzy,internet das coisas,,,,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sem orcid,Feminino,Masculino,não anotado,não anotado,não anotado,não anotado
MESTRADO PROFISSIONAL,https://repositorio.unicamp.br/acervo/detalhe/404987?guid=1651939313402&returnUrl=%2fresultado%2flistar%3fguid%3d1651939313402%26quantidadePaginas%3d1%26codigoRegistro%3d404987%23404987&i=2,orcid.org/0000-0002-7002-875X,sem orcid,orcid.org/0000-0002-1180-2637,,,,,University of Campinas,50,Ricardo Dahab,Brazil,UNICAMP - University of Campinas,sem orcid,sem orcid,Edmundo Madeira,no info,,,Cryptography, Graph Theory,,,sem orcid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,sem orcid,Masculino,não anotado,não anotado,não anotado,não anotado
MESTRADO PROFISSIONAL,https://repositorio.unicamp.br/acervo/detalhe/398431?guid=1651939358788&returnUrl=%2fresultado%2flistar%3fguid%3d1651939358788%26quantidadePaginas%3d1%26codigoRegistro%3d398431%23398431&i=1,orcid.org/0000-0002-7002-875X,sem orcid,orcid.org/0000-0002-3823-8941,,,,,University of Campinas,51,Ricardo Dahab,Brazil,University of Campinas,sem orcid,sem orcid,Luiz Eduardo Buzato,Brazil,distributed systems,distributed algorithms,Cryptography, Graph Theory,,,sem orcid,,,,,,,,,,,,,fault tolerance,,,,,,,,,,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,sem orcid,Masculino,não anotado,não anotado,não anotado,não anotado
MESTRADO PROFISSIONAL,https://repositorio.unicamp.br/acervo/detalhe/399615?guid=1651939407209&returnUrl=%2fresultado%2flistar%3fguid%3d1651939407209%26quantidadePaginas%3d1%26codigoRegistro%3d399615%23399615&i=1,orcid.org/0000-0002-1914-5790,sem orcid,orcid.org/0000-0001-9772-263X,,,,,no info,52,Mario Jino,no info,Universidade Estadual de Campinas,sem orcid,sem orcid,Ricardo Torres,Netherlands,multimedia retrieval,multimedia classification,,,,,sem orcid,,,,,,,,,,,,,machine learning,information visualization,,,,,,data science,,,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,sem orcid,Masculino,não anotado,não anotado,não anotado,não anotado
MESTRADO PROFISSIONAL,https://repositorio.unicamp.br/acervo/detalhe/423883?guid=1651939446476&returnUrl=%2fresultado%2flistar%3fguid%3d1651939446476%26quantidadePaginas%3d1%26codigoRegistro%3d423883%23423883&i=1,orcid.org/0000-0002-7002-875X,orcid.org/0000-0002-6731-1482,orcid.org/0000-0001-9241-2229,,,,,University of Campinas,53,Ricardo Dahab,Brazil,University of Campinas,Julio Cesar Lopez Hernandez,Mexico,Marco A. Amaral Henriques,no info,,,Cryptography, Graph Theory,,,no info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,Masculino,Masculino,não anotado,não anotado,não anotado,não anotado
MESTRADO PROFISSIONAL,https://repositorio.unicamp.br/acervo/detalhe/380178?guid=1651939483755&returnUrl=%2fresultado%2flistar%3fguid%3d1651939483755%26quantidadePaginas%3d1%26codigoRegistro%3d380178%23380178&i=1,orcid.org/0000-0002-4830-5298,sem orcid,orcid.org/0000-0003-3441-0887,,,,,Universidade Estadual de Campinas,54,Maria Cecilia Calani Baranauskas,Brazil,Centro de Tecnologia da Informação Renato Archer,sem orcid,sem orcid,Rodrigo Bonacin,no info,,,HCI,Socially Aware Design,Organizational Semiotics,Participatory Design,sem orcid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feminino,sem orcid,Masculino,não anotado,não anotado,não anotado,não anotado
MESTRADO PROFISSIONAL,https://repositorio.unicamp.br/acervo/detalhe/385604?guid=1651939516749&returnUrl=%2fresultado%2flistar%3fguid%3d1651939516749%26quantidadePaginas%3d1%26codigoRegistro%3d385604%23385604&i=1,orcid.org/0000-0002-3823-8941,orcid.org/0000-0003-2314-5117,sem orcid,,,,,University of Campinas,55,Luiz Eduardo Buzato,Brazil,sem orcid,Alcides Calsavara,no info,sem orcid,sem orcid,,,distributed systems,distributed algorithms,fault tolerance,,no info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,Masculino,sem orcid,não anotado,não anotado,não anotado,não anotado
MESTRADO PROFISSIONAL,https://repositorio.unicamp.br/acervo/detalhe/385706?guid=1651939538745&returnUrl=%2fresultado%2flistar%3fguid%3d1651939538745%26quantidadePaginas%3d1%26codigoRegistro%3d385706%23385706&i=1,sem orcid,sem orcid,sem orcid,,,,,sem orcid,56,sem orcid,sem orcid,sem orcid,sem orcid,sem orcid,sem orcid,sem orcid,,,,,,,sem orcid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sem orcid,sem orcid,sem orcid,não anotado,não anotado,não anotado,não anotado
MESTRADO PROFISSIONAL,https://repositorio.unicamp.br/acervo/detalhe/385660?guid=1651939585588&returnUrl=%2fresultado%2flistar%3fguid%3d1651939585588%26quantidadePaginas%3d1%26codigoRegistro%3d385660%23385660&i=1,orcid.org/0000-0002-8803-0401,sem orcid,orcid.org/0000-0002-9539-6874,,,,,UNICAMP,57,Rodolfo Azevedo,Brazil,Universidade Estadual de Campinas,sem orcid,sem orcid,Sandro Rigo,Brazil,Computer Architecture,Compilers,,,,,sem orcid,,,,,,,,,,,,,Code Optimization,High-Performance Computing,,,,,,,,,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,sem orcid,Masculino,não anotado,não anotado,não anotado,não anotado
MESTRADO PROFISSIONAL,https://repositorio.unicamp.br/acervo/detalhe/385673?guid=1651939622636&returnUrl=%2fresultado%2flistar%3fguid%3d1651939622636%26quantidadePaginas%3d1%26codigoRegistro%3d385673%23385673&i=1,sem orcid,sem orcid,orcid.org/0000-0001-5015-2131,,,,,sem orcid,58,sem orcid,sem orcid,no info,sem orcid,sem orcid,Neucimar Leite,no info,,,,,,,sem orcid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sem orcid,sem orcid,Masculino,não anotado,não anotado,não anotado,não anotado
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/367419?guid=1651939656621&returnUrl=%2fresultado%2flistar%3fguid%3d1651939656621%26quantidadePaginas%3d1%26codigoRegistro%3d367419%23367419&i=1,sem orcid,orcid.org/0000-0002-6393-0876,orcid.org/0000-0002-8229-3139,orcid.org/0000-0001-7878-4990,orcid.org/0000-0002-1067-6421,,,sem orcid,59,sem orcid,sem orcid,Universidade de São Paulo,Celina Miraglia Herrera de Figueiredo,Brazil,Yoshiko Wakabayashi,Brazil,,,,,,,no info,no info,,Joao Meidanis,no info,,,,,State University of Campinas,Flávio K. Miyazawa,no info,,,,,,,,,,,,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sem orcid,Feminino,Feminino,Masculino,Masculino,não anotado,não anotado
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/377490?guid=1651939695537&returnUrl=%2fresultado%2flistar%3fguid%3d1651939695537%26quantidadePaginas%3d1%26codigoRegistro%3d377490%23377490&i=1,orcid.org/0000-0002-6540-8686,sem orcid,orcid.org/0000-0001-6049-4573,orcid.org/0000-0002-7002-875X,orcid.org/0000-0001-5201-1244,,,University of Campinas,60,Paulo de Geus,Brazil,no info,sem orcid,sem orcid,Edgard Jamhour,no info,,,Computer Security,,,,sem orcid,no info,,Ricardo Dahab,Brazil,,,,,University of Campinas,Jacques Wainer,Brazil,,,,,,,,,,Cryptography, Graph Theory,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,sem orcid,Masculino,Masculino,Masculino,não anotado,não anotado
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/396767?guid=1651939820260&returnUrl=%2fresultado%2flistar%3fguid%3d1651939820260%26quantidadePaginas%3d1%26codigoRegistro%3d396767%23396767&i=1,orcid.org/0000-0001-5201-1244,sem orcid,orcid.org/0000-0002-5760-8426,orcid.org/0000-0001-5685-8004,sem orcid,,,no info,61,Jacques Wainer,Brazil,no info,sem orcid,sem orcid,Carlos Ribeiro,no info,,,,,,,sem orcid,sem orcid,,Siome Goldenstein,no info,,,,,no info,sem orcid,sem orcid,,,,,,,,,,,,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,sem orcid,Masculino,Masculino,sem orcid,não anotado,não anotado
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/374341?guid=1651939866609&returnUrl=%2fresultado%2flistar%3fguid%3d1651939866609%26quantidadePaginas%3d1%26codigoRegistro%3d374341%23374341&i=2,orcid.org/0000-0003-1908-4753,orcid.org/0000-0001-9669-2352,sem orcid,orcid.org/0000-0003-4549-7105,orcid.org/0000-0001-9772-263X,,,Universidade Estadual de Campinas Instituto de Computação,62,Claudia Medeiros,Brazil,sem orcid,Carlos Lucena,Brazil,sem orcid,sem orcid,,,Scientific data management, Data interoperability, Open Science,,Pontifícia Universidade Católica do Rio de Janeiro,Universidade Estadual de Campinas,,Cecilia Mary Fischer Rubira Rubira,no info,,,,,no info,Ricardo Torres,Netherlands,,,,Multi agent systems,,,,,,,,,multimedia retrieval,multimedia classification,machine learning,information visualization,data science,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feminino,Masculino,sem orcid,Feminino,Masculino,não anotado,não anotado
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/373679?guid=1651939930574&returnUrl=%2fresultado%2flistar%3fguid%3d1651939930574%26quantidadePaginas%3d1%26codigoRegistro%3d373679%23373679&i=5,sem orcid,sem orcid,orcid.org/0000-0002-6951-7150,orcid.org/0000-0003-4832-9318,orcid.org/0000-0002-4830-5298,orcid.org/0000-0003-0683-7672,orcid.org/0000-0001-5201-1244,sem orcid,63,sem orcid,sem orcid,State University of Campinas,sem orcid,sem orcid,Leo Magalhaes,no info,,,,,,,sem orcid,Universidade Estadual de Campinas,no info,Ivan Luiz Marques Ricarte,Brazil,Jacques Wainer,Brazil,Anamaria Gomide,no info,Universidade Estadual de Campinas,Maria Cecilia Calani Baranauskas,Brazil,no info,,,,,,,,,,,,HCI,Socially Aware Design,Organizational Semiotics,Participatory Design,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sem orcid,sem orcid,Masculino,Masculino,Feminino,Feminino,Masculino
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/377504?guid=1651939990187&returnUrl=%2fresultado%2flistar%3fguid%3d1651939990187%26quantidadePaginas%3d1%26codigoRegistro%3d377504%23377504&i=1,orcid.org/0000-0002-4830-5298,sem orcid,orcid.org/0000-0003-4344-1263,sem orcid,orcid.org/0000-0003-4290-6508,orcid.org/0000-0003-0683-7672,,Universidade Estadual de Campinas,64,Maria Cecilia Calani Baranauskas,Brazil,Universidade Estadual de Campinas,sem orcid,sem orcid,Rubens Augusto Camargo Lamparelli,no info,,,HCI,Socially Aware Design,Organizational Semiotics,Participatory Design,sem orcid,no info,no info,sem orcid,sem orcid,,,Anamaria Gomide,no info,sem orcid,Eliane Martins,no info,,,,,,,,,,,,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feminino,sem orcid,Masculino,sem orcid,Feminino,Feminino,não anotado
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/378387?guid=1651940046351&returnUrl=%2fresultado%2flistar%3fguid%3d1651940046351%26quantidadePaginas%3d1%26codigoRegistro%3d378387%23378387&i=2,orcid.org/0000-0002-1180-2637,sem orcid,sem orcid,orcid.org/0000-0002-3823-8941,orcid.org/0000-0002-6023-5982,,,UNICAMP - University of Campinas,65,Edmundo Madeira,no info,sem orcid,sem orcid,sem orcid,sem orcid,sem orcid,,,,,,,sem orcid,University of Campinas,,Luiz Eduardo Buzato,Brazil,,,,,University of Campinas,Islene Calciolari Garcia,no info,,,,,,,,,,distributed systems,distributed algorithms,fault tolerance,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,sem orcid,sem orcid,Masculino,Feminino,não anotado,não anotado
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/415406?guid=1651940084003&returnUrl=%2fresultado%2flistar%3fguid%3d1651940084003%26quantidadePaginas%3d1%26codigoRegistro%3d415406%23415406&i=1,orcid.org/0000-0003-4549-7105,sem orcid,sem orcid,orcid.org/0000-0002-3823-8941,orcid.org/0000-0003-4290-6508,,,no info,66,Cecilia Mary Fischer Rubira Rubira,no info,sem orcid,sem orcid,sem orcid,sem orcid,sem orcid,,,,,,,sem orcid,no info,,Luiz Eduardo Buzato,Brazil,,,,,University of Campinas,Eliane Martins,no info,,,,,,,,,,distributed systems,distributed algorithms,fault tolerance,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feminino,sem orcid,sem orcid,Masculino,Feminino,não anotado,não anotado
